Vios Jurídico - Baixa de Títulos Pagar / Receber;;;;;;;;;;;;;;;;;;;;;;;;;
CI Título;CI Parcela;Etiquetas;Data Vencimento;Data Vencimento Orig.;Dias em Atraso;Competência;Tipo;Forma;Nro Título;Reincidência;NF;Cliente;Descrição;Valor;Valor Atualizado;Valor Título;Desconto Previsto;Desconto Realizado;Valor Pago;Data Baixa;Data de Crédito/Débito;Tem Valor Retido?;Contrato;Plano de Contas;Moeda
5290;5290;Liberado no Banco;10/07/2025;10/07/2025;0;10/07/2025;PAGAR;Pix;1628-1;1/1;;Victor Tavolaro Barbieri;Retirada antecipada;-4955;4955;-4955;0;0;-4955;10/07/2025;00/00/0000;Não;;Aluguel;Real
8277;8284;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1585-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



 • Yofc Brasil Cabos e Soluções Ltda. X D Bento do Vale • Proc. 0200666-31.2024.8.06.0164 • CI 630

 • Yofc Brasil Cabos e Soluções Ltda. X Daniel de Souza Coutinho Tecnology Ltda. • Proc. 0200664-61.2024.8.06.0164 • CI 628

 • Yofc Brasil Cabos e Soluções Ltda. X Interlink Construtora de Transmissões de Redes Ltda • Proc. 0700964-49.2024.8.02.0043 • CI 627

Lançamento proveniente de regra de contrato (CI 11).";572,1;---;600;0;0;572,1;15/07/2025;00/00/0000;Sim;358 - YOFC - Cobrança Geral;Lote;
8278;8285;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1586-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 01:00:00 • APONTAMENTO DE HORAS • CI 1543

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • CI 1642

 • Victor Tavolaro Barbieri • Horário Original: 02:00:00 • APONTAMENTO DE HORAS • CI 1663

Lançamento proveniente de regra de contrato (CI 3).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/06/2025 à 30/06/2025.



 • Almir Polycarpo • Horário O";5814,46;---;6195,47;0;0;5814,46;15/07/2025;00/00/0000;Sim;360 - YOFC - Compliance;Hora trabalhada;
8279;8286;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1587-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/06/2025 à 30/06/2025.



 • Almir Polycarpo • Horário Original: 00:19:00 • Reunião • CI 1534

 • Almir Polycarpo • Horário Original: 00:16:00 • Reunião • CI 1561

Lançamento proveniente de regra de contrato (CI 26).";433,84;---;455;0;0;433,84;15/07/2025;00/00/0000;Sim;361 - YOFC - COMITÊ;Hora trabalhada;
8280;8287;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1588-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Victor Tavolaro Barbieri • Horário Original: 00:40:00 • Consultoria • CI 1735

Lançamento proveniente de regra de contrato (CI 219).";408,73;---;428,67;0;0;408,73;15/07/2025;00/00/0000;Sim;YOFC - Consultivo Tributário;Hora trabalhada;
8281;8288;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1589-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Victor Tavolaro Barbieri • Horário Original: 06:00:00 • APONTAMENTO DE HORAS • Yofc Brasil Cabos e Soluções Ltda. X DELEGADO DA RECEITA FEDERAL • Proc. 5005117-09.2025.4.03.6104 • CI 1736

 • Victor Tavolaro Barbieri • Horário Original: 02:00:00 • APONTAMENTO DE HORAS • Yofc Brasil Cabos e Soluções Ltda. X DELEGADO DA RECEITA FEDERAL • Proc. 5005117-09.2025.4.03.6104 • CI 1737

 • Victor Tavolaro Barbieri • Horário Original: 00:30:00 • Prazo Processual • Yofc Brasil Cabos e Soluções Ltda. X DELEGADO DA RECEITA FEDERAL • Proc. 5005117-09.2025.4.03.6104 • CI 1759";5129,36;---;5465,5;0;0;5129,36;15/07/2025;00/00/0000;Sim;YOFC - Mandado de Segurança Compensação de Ofício nº 08114-00000737/2025 - Propositura de Mandado de Segurança para reconhecimento da prescrição do crédito exigido, com pedido de liminar para conceder o efeito suspensivo da dívida permitindo a obtenção de certidões negativas.;Hora trabalhada;
8275;8282;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1583-1;1/1;;Zait Engenharia Ltda.;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:45:00 • APONTAMENTO DE HORAS • CI 1707

Lançamento proveniente de regra de contrato (CI 183).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/06/2025 à 30/06/2025.



 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:10:00 • Consultoria • CI 1433

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:15:00 • Consultoria • CI 1455

 • Flávia Martins Fuzaro Polycarpo &bull";6187,5;---;6187,5;0;0;6187,5;22/07/2025;00/00/0000;Não;ZAIT - Time Sheet;Hora trabalhada;
8276;8283;;10/07/2025;10/07/2025;0;30/06/2025;RECEBER;Pix;1584-1;1/1;;Zait Engenharia Ltda.;"Cobrança referente Pagamento de fase processual - Origem: Processo (0010437-91.2025.5.15.0031 | CI: 1110) - 

Manoel do Nascimento Froz Diniz X Zait Engenharia Ltda. - Processo 0010437-91.2025.5.15.0031

Cobrança referente Pagamento de fase processual - Origem: Processo (1000719-43.2025.5.02.0022 | CI: 1107) - 

Adão Mariano da Silva X Muneris Construções Ltda., Inova Ts Engenharia Ltda., NEXT TS ENGENHARIA LTDA - Processo 1000719-43.2025.5.02.0022";4504,8;---;4800;0;0;4504,8;22/07/2025;00/00/0000;Sim;Zait - Contencioso Trabalhistas;Receitas não operacionais;
8454;8459;;11/07/2025;11/07/2025;0;11/07/2025;RECEBER;On line;1772-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,01;---;0,01;0;0;0,01;11/07/2025;00/00/0000;Não;;Aplicação de valores em investimento;
7335;7339;;13/07/2025;13/07/2025;0;13/07/2025;PAGAR;Debito Automatico;459-1;6/23;;BANCO C6 S.A.;"Empréstimo FGI_Parcelas_Principal+Juros



(Pronampe)";-3738,51;---;-3738,51;0;0;-3738,51;14/07/2025;00/00/0000;Não;;Pagamento de empréstimos;Real
5048;5048;;14/07/2025;14/07/2025;0;14/07/2025;PAGAR;Pix;-;1/1;;BANCO BRADESCO S/A;Tarifa bancáriaCesta PJ Facil 1;-165,15;---;-165,15;0;0;-165,15;15/07/2025;00/00/0000;Não;;Tarifas e custos bancários;Real
8164;8172;;14/07/2025;14/07/2025;0;14/07/2025;PAGAR;Debito Automatico;1445-1;3/5;;BANCO ITAU S/A;ITAU SEG VIDA GLOBAL PARC 01/05;-309,12;---;-309,12;0;0;-309,12;14/07/2025;00/00/0000;Não;;Outros Seguros;
8342;8347;;14/07/2025;14/07/2025;0;14/07/2025;RECEBER;On line;1658-1;1/1;;BANCO ITAU S/A;Rendimento aplicação automática;0,01;---;0,01;0;0;0,01;14/07/2025;00/00/0000;Não;;Baixa de aplicação;
8455;8460;;15/07/2025;15/07/2025;0;15/07/2025;RECEBER;On line;1773-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,01;---;0,01;0;0;0,01;15/07/2025;00/00/0000;Não;;Aplicação de valores em investimento;
5238;5238;;15/07/2025;15/07/2025;0;15/07/2025;PAGAR;On line;-;1/1;;BANCO DO BRASIL S/A;"PACOTE DE SERVIÇOS



Tarifa tarifa bancária";-75,4;---;-75,4;0;0;-75,4;15/07/2025;00/00/0000;Não;;Aluguel;Real
7936;7945;;15/07/2025;15/07/2025;0;15/07/2025;PAGAR;Debito Automatico;1212-1;1/24;;BANCO ITAU S/A;Contrato de empréstimo - renegociação em 24 vezes;-2876;---;-2876;0;0;-2876;15/07/2025;00/00/0000;Não;;Pagamento de empréstimos;
8352;8357;;15/07/2025;15/07/2025;0;15/07/2025;RECEBER;On line;1668-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;75,4;---;75,4;0;0;75,4;15/07/2025;00/00/0000;Não;;Baixa de aplicação;
8303;8310;Liberado no Banco;15/07/2025;15/07/2025;0;15/07/2025;PAGAR;Boleto;1611-1;1/13;;TL MARKETING LTDA;"Assessoria Marketing



Assessoria em TI



Tecnologia de Informação";-3840;---;-3840;0;0;-3840;15/07/2025;00/00/0000;Não;;Despesas de Marketing;
7902;7911;;16/07/2025;16/07/2025;0;01/07/2025;PAGAR;Debito Automatico;1178-1;1/1;;BANCO C6 S.A.;Pagamento da 2ª Parcela do FGI_PEAC__nº_9112581_-_POLYCARPO_ADVOGADOS;-2233,39;---;-2233,39;0;0;-2233,39;15/07/2025;00/00/0000;Não;;Pagamento de empréstimos;
8353;8358;;16/07/2025;16/07/2025;0;16/07/2025;RECEBER;On line;1669-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;74,04;---;74,04;0;0;74,04;16/07/2025;00/00/0000;Não;;Baixa de aplicação;
8346;8351;;16/07/2025;16/07/2025;0;16/07/2025;PAGAR;Boleto;1662-1;1/1;;TRIBUNAL DE JUSTICA;"Pagamento de despesa reembolsável de Cursos e treinamentosq do cliente 4fx - Assessoria Empresarial Ltda - Origem: Processo (0033715-53.2025.8.26.0100 | CI: 1123) - 

Utilização de penhora via SISBAJUD - 4fx - Assessoria Empresarial Ltda X Onebroker Administradora e Corretora de Seguros Ltda. - Processo 0033715-53.2025.8.26.0100";-74,04;---;-74,04;0;0;-74,04;16/07/2025;00/00/0000;Não;4 fx - Uniqq - 4FX - UNIQQ;Prestadores de Serviço;
8354;8359;;17/07/2025;17/07/2025;0;17/07/2025;PAGAR;Boleto;1670-1;1/1;;ARISP - ASSOCIACAO DOS REGISTRADORES IMOBILIARIOS DE SAO PAULO;"Pagamento de despesa reembolsável de Custas Judiciais do cliente MARIA PALOMA MEDEIROS SIQUEIROS - Origem: Atendimento (CI: 790) - 
Custas administrativas para retificação de matrícula junto ao RI de Salvador.";-298,72;---;-298,72;0;0;-298,72;17/07/2025;00/00/0000;Não;Paloma Sequeiros - Time Sheet - PALOMA SEQUEIROS;Custas e depesas;
8456;8461;;17/07/2025;17/07/2025;0;17/07/2025;RECEBER;On line;1774-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,01;---;0,01;0;0;0,01;17/07/2025;00/00/0000;Não;;Aplicação de valores em investimento;
8316;8323;Liberado no Banco;17/07/2025;17/07/2025;0;30/06/2025;PAGAR;Debito Automatico;1624-1;1/1;;CARTAO DE CREDITO SANTANDER;"AASP  PARC 001/012


AASP 


AMAZON MKTPLC*SAMRTBUYC  = PARCE 02/02


Assinatura Jornal _Valor Econômico


GAMMA APP


IOF DESP EXTERIOR


IOF DESPESAS EXTERIOR


LINKEDIN


OPENAI *CHAPGPT SUBSCR   


PAY PAL *SUST NOW";-1620,53;---;-1620,53;0;0;-1620,53;17/07/2025;00/00/0000;Não;;Informática - Softwares , IOF, Livros, Jornais e revistas, Materiais de escritório, OAB e Associações;Real
8320;8327;;17/07/2025;10/07/2025;0;10/07/2025;PAGAR;Pix;1630-1;1/1;;FLAVIA MARTINS FUZARO POLYCARPO;Retirada antecipada;-3000;10000;-3000;0;0;-3000;24/07/2025;00/00/0000;Não;;Retirada dos sócios;
8461;8466;;17/07/2025;17/07/2025;0;17/07/2025;RECEBER;On line;1779-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira - Rende fácil;298,72;---;298,72;0;0;298,72;17/07/2025;00/00/0000;Não;;Baixa de aplicação;
7570;7578;Liberado no Banco;18/07/2025;20/07/2025;0;18/07/2025;PAGAR;Boleto;806-1;5/34;;RECEITA FEDERAL;Darf Reinf (1708 e 5952);-86,51;---;-86,51;0;0;-86,51;18/07/2025;00/00/0000;Não;;Outros tributos e taxas;Real
7065;7063;Liberado no Banco;18/07/2025;20/07/2025;0;20/06/2025;PAGAR;Boleto;60-1;5/24;;SECRETARIA DA RECEITA FEDERAL;"GPS - 2100



INSS";-2352,9;---;-2352,9;0;0;-2352,9;18/07/2025;00/00/0000;Não;;INSS;Real
8361;8366;;19/07/2025;19/07/2025;0;19/07/2025;PAGAR;Pix;1677-1;1/1;;Polycarpo Advogados;Transferência, C6 Bank para Itau;-3100;---;-3100;0;0;-3100;19/07/2025;00/00/0000;Não;;Transferência de valores entre contas;
7475;7479;;20/07/2025;20/07/2025;0;20/06/2025;PAGAR;Não Informado;605-1;6/14;;CLARO EMPRESAS;Telefones celulares - Almir Flávia;-229,96;---;-229,96;0;0;-278,99;21/07/2025;00/00/0000;Não;;Telefonia;Real
8271;8278;;20/07/2025;20/07/2025;0;30/06/2025;RECEBER;Pix;1579-1;1/1;;PROHABITAT SOLUCOES AMBIENTAIS LTDA.;"Cobrança referente Valor fixo -  - EXTRATO - REGRA DE CONTRATO - VALOR FIXO MENSAL



Lançamento proveniente de regra de contrato (CI 112).";2081,86;---;2218,28;0;0;2081,86;21/07/2025;00/00/0000;Sim;250 - PROHABITAT - PARTIDO;Partido mensal;
5196;5196;;21/07/2025;21/07/2025;0;21/07/2025;PAGAR;Debito Automatico;-;1/1;;ODONTOPREV S.A.;Seguro Dental OdontoprevPlano de Saúde Dental;-130,05;130,05;-130,05;0;0;-130,05;21/07/2025;00/00/0000;Não;;Aluguel;Real
4901;4901;Liberado no Banco;21/07/2025;21/07/2025;0;21/07/2025;PAGAR;Boleto;1656-1;1/1;;RE9 COMERCIO E SERVICOS DE INFORMATICA LTDA. - ME;"Consultoria TI Informática



RE9";-1061,23;1061,23;-1061,23;0;0;-1061,23;21/07/2025;00/00/0000;Não;;Prestadores de Serviço;Real
4914;4914;Liberado no Banco;21/07/2025;21/07/2025;0;21/07/2025;PAGAR;Boleto;801-1;1/1;;RE9 COMERCIO E SERVICOS DE INFORMATICA LTDA. - ME;Antivírus Informática RE9;-96,04;96,04;-96,04;0;0;-96,04;21/07/2025;00/00/0000;Não;;Informática - Softwares;Real
4927;4927;Liberado no Banco;21/07/2025;21/07/2025;0;21/07/2025;PAGAR;Boleto;1647-1;1/1;;RECEITA FEDERAL;"Simples Nacional




DAS APOIO




DAS Apoio";-392,55;---;-392,55;0;0;-392,55;21/07/2025;00/00/0000;Não;;Simples Nacional;Real
8457;8462;;23/07/2025;23/07/2025;0;23/07/2025;PAGAR;On line;1775-1;1/1;;BANCO BRADESCO S/A;Imposto sobre operação de câmbio;-18,72;---;-18,72;0;0;-18,72;23/07/2025;00/00/0000;Não;;IOF;
8458;8463;;23/07/2025;23/07/2025;0;23/07/2025;PAGAR;On line;1776-1;1/1;;BANCO BRADESCO S/A;Liquidação de Ordem de câmbio;-50;---;-50;0;0;-50;23/07/2025;00/00/0000;Não;;Tarifas e custos bancários;
8459;8464;;23/07/2025;23/07/2025;0;23/07/2025;PAGAR;On line;1777-1;1/1;;BANCO BRADESCO S/A;Edição de Contrato de Câmbio.;-50;---;-50;0;0;-50;23/07/2025;00/00/0000;Não;;Tarifas e custos bancários;
8283;8290;;23/07/2025;16/05/2025;0;31/03/2025;RECEBER;Pix;1591-1;1/1;;Distribuidora de Bebidas Tm Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/03/2025 à 31/03/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 01:30:00 • APONTAMENTO DE HORAS • CI 261

 • Victor Tavolaro Barbieri • Horário Original: 00:45:00 • Análise • CI 282

 • Andrei Gomes da Silva Pinto • Horário Original: 01:30:00 • APONTAMENTO DE HORAS • CI 306

 • Andrei Gomes da Silva Pinto • Horário Original: 01:00:00 • APONTAMENTO DE HORAS • CI 307

 • Victor Tavolaro Barbieri • Horário Original: 00:45:00 • Consultoria • CI 324

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:15:00 • Consultoria • CI 343

 • Vi";2451,05;---;2451,05;0;0;2451,05;23/07/2025;00/00/0000;Não;"365 Dádiva - Time Sheet - DÁDIVA - TIME SHEET; 366 - Dádiva - Indústria - Contencioso Tributário - DÁDIVA - INDÚSTRIA TRIBUTÁRIO; Dádiva - Distribuidora - Tributário - Dádiva Contencioso Tributário Distribuidora";Hora trabalhada, Lote;
8462;8467;;23/07/2025;23/07/2025;0;23/07/2025;RECEBER;On line;1780-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;148,08;---;148,08;0;0;148,08;23/07/2025;00/00/0000;Não;;Baixa de aplicação;
8358;8363;;23/07/2025;23/07/2025;0;23/07/2025;PAGAR;Boleto;1674-1;1/1;;TRIBUNAL DE JUSTICA;"Pagamento de despesa não reembolsável de Custas Judiciais do cliente Polycarpo Advogados - Origem: Processo (1028512-93.2025.8.26.0100 | CI: 1071) - 

Custas SISBAJUD - Polycarpo Advogados X Jaçanã Transmissão de Energia S.a - Processo 1028512-93.2025.8.26.0100";-37,02;---;-37,02;0;0;-37,02;23/07/2025;00/00/0000;Não;390 - POLYCARPO;Custas e depesas;
8359;8364;;23/07/2025;23/07/2025;0;23/07/2025;PAGAR;Boleto;1675-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Distribuidora de Bebidas Tm Ltda - Origem: Processo (1027686-65.2023.8.26.0576 | CI: 617) - 
Emissão de guia de custas para diligência de Oficial de Justiça.";-111,06;---;-111,06;0;0;-111,06;23/07/2025;00/00/0000;Não;Dádiva - Contencioso Cível - DÁDIVA - CONTENCIOSO CÍVEL;Custas e depesas;
8449;8454;;25/07/2025;25/07/2025;0;25/07/2025;PAGAR;Debito Automatico;1767-1;1/1;;BANCO BRADESCO CARTOES S/A;"ADOBE


ANUIDADE CARTÃO  PARC 04/12


CUSTO TRAQNS. EXTERIOR  - IOF


SUFSHARK* SURFSHARK.C";-1094,37;---;-1094,37;0;0;-1094,37;25/07/2025;00/00/0000;Não;;Cartão de Crédito, Informática - Softwares , IOF;Real
7198;7198;;25/07/2025;25/07/2025;0;25/07/2025;PAGAR;Debito Automatico;282-1;6/6;;BANCO BRADESCO S/A;"Pronampe - 42/42



PRONAMPE";-6127,58;---;-6127,58;0;0;-6127,58;16/05/2025;00/00/0000;Não;;Pagamento de empréstimos;Real
8260;8267;;25/07/2025;25/07/2025;0;30/06/2025;RECEBER;Pix;1568-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Victor Tavolaro Barbieri • Horário Original: 00:45:00 • Prazo Processual • SECRETARIA DA FAZENDA DO ESTADO DE ALAGOAS X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 0709395-72.2022.8.02.0001 • CI 1512

Lançamento proveniente de regra de contrato (CI 67).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/06/2025 à 30/06/2025.



 • Victor Tavolaro Barbieri • Horário Original: 01:30:00 • APONTAMENTO DE HORAS • CI 1435";4000;---;4000;0;0;4000;29/10/2025;00/00/0000;Não;"Belcorp - Tributário - BELCORP - TRIBUTÁRIO; Tributário - Time Sheet - Time sheet para as horas trabalhadas em atendimentos tributários";Hora trabalhada;
8262;8269;;25/07/2025;25/07/2025;0;30/06/2025;RECEBER;Pix;1570-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



 • RECEITA FEDERAL X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 13868.739787/2024-21 • CI 1111

 • Belcorp do Brasil Distribuidora de Cosmeticos Ltda. X União Federal • Proc. 5015488-78.2024.4.03.6100 • CI 623

 • MUNICIPIO DE GUARULHOS X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 1676268-36.2023.8.26.0224 • CI 585

 • SECRETARIA DA FAZENDA DO ESTADO DE ALAGOAS X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 0707991-83.2022.8.02.0001 • CI 576

 • SECRETARIA DA FAZENDA DO ESTADO DE";1870;---;1870;0;0;1870;29/10/2025;00/00/0000;Não;Belcorp - Tributário - BELCORP - TRIBUTÁRIO;Lote;
8263;8270;;25/07/2025;25/07/2025;0;30/06/2025;RECEBER;Pix;1571-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Taxa de acompanhamento processual - -


EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)




Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



• Jose Augusto Bandeira de Mello Ferreira X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 0021749-70.2016.8.19.0208 • CI 528

Lançamento proveniente de regra de contrato (CI 89).


Cobrança referente Taxa de acompanhamento processual - -


EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)




Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



• UNIAO FEDERAL (FAZENDA NACIONAL) X Belcorp do Brasil Distribu";1116,81;---;1190;0;9,7;1107,11;28/07/2025;00/00/0000;Sim;"Belcorp Bandeira - BELCORP - BANDEIRA; Belcorp Corporativo - BELCORP - CORPORATIVO";Lote;
8264;8271;;25/07/2025;25/07/2025;0;30/06/2025;RECEBER;Pix;1572-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Valor fixo -  - EXTRATO - REGRA DE CONTRATO - VALOR FIXO MENSAL



Lançamento proveniente de regra de contrato (CI 87).";7883,4;---;8400;0;0;7883,4;28/07/2025;00/00/0000;Sim;Belcorp Corporativo - BELCORP - CORPORATIVO;Partido mensal;
8261;8268;;25/07/2025;25/07/2025;0;30/06/2025;RECEBER;Pix;1569-1;1/1;;Belcorp Trading do Brasil Importação e Exportação Ltda;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/06/2025 à 30/06/2025.



 • Belcorp Trading do Brasil Importação e Exportação Ltda X UNIAO - FAZENDA NACIONAL • Proc. 5000473-29.2017.4.03.6128 • CI 520

Lançamento proveniente de regra de contrato (CI 74).";170;---;170;0;0;170;29/10/2025;00/00/0000;Não;BT - Tributário;Lote;
8463;8468;;25/07/2025;25/07/2025;0;25/07/2025;RECEBER;On line;1781-1;1/1;;Polycarpo Advogados;Baixa automática aplicação financeira _Rende Fácil;34,35;---;34,35;0;0;34,35;25/07/2025;00/00/0000;Não;;Baixa de aplicação;
8185;8192;Liberado no Banco;25/07/2025;25/07/2025;0;25/07/2025;PAGAR;Boleto;1474-1;2/13;;RECEITA FEDERAL;"DARF UNIFICADA



PIS COD 8109



COFINS COD 2172";-5624,63;---;-5624,63;0;0;-5624,63;25/07/2025;00/00/0000;Não;;Outros tributos e taxas;
5491;5491;;25/07/2025;25/07/2025;0;25/07/2025;PAGAR;Boleto;1655-1;1/1;;REGUS DO BRASIL LTDA;"Regus Aluguel _ Taxa de endereço



Escritório São Paulo";-221,49;---;-221,49;0;0;-221,49;25/07/2025;00/00/0000;Não;;Aluguel;Real
8364;8369;;25/07/2025;25/07/2025;0;24/07/2025;PAGAR;Boleto;1680-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Distribuidora de Bebidas Tm Ltda - Origem: Processo (0017013-35.2025.8.26.0002 | CI: 1120) - 
Despesas postais com citações e intimações, com o intuito de intimar o sócio, Gilson Silva de Sousa Freire, brasileiro, CPF nº 383.790.108-41, por meio de Carta registrada unipaginada com AR digital no processo nº 0017013-35.2025.8.26.0002.";-34,35;---;-34,35;0;0;-34,35;25/07/2025;00/00/0000;Não;Dádiva - Contencioso Cível - DÁDIVA - CONTENCIOSO CÍVEL;Custas e depesas;
8244;8251;;26/07/2025;26/07/2025;0;26/06/2025;PAGAR;Debito Automatico;1552-1;1/12;;BANCO C6 S.A.;"Empréstimo para liquidação de cheque especial



Parcelamento C6Bank -Apoio



001/007";-2653,98;---;-2653,98;0;0;-2653,98;28/07/2025;00/00/0000;Não;;Pagamento de empréstimos;
8345;8350;;26/07/2025;26/07/2025;0;27/07/2025;PAGAR;On line;1661-1;1/1;;CARTAO DE CREDITO ITAU MASTERCARD;"Anuidade diferenciada parcela 004/012


GOODSTORAGE - locação box - depósito de móveis


HQ Brasil - REGUS 



Escritório - Coworking


HQ Brasil - REGUS 


IOF de Financiamento


Microsoft - G098005491


PPRO*Microsoft


RD Station 3425192


 REGUS Escritório Virtual - SP";-8585,01;---;-8585,01;0;0;-8585,01;28/07/2025;00/00/0000;Não;;Aluguel, Cartão de Crédito, Informática - Softwares , IOF;Real
8366;8371;;28/07/2025;28/07/2025;0;30/06/2025;PAGAR;Pix;1682-1;1/1;;ALMIR POLYCARPO;Retirada antecipada;-1500;---;-1500;0;0;-1500;28/07/2025;00/00/0000;Não;;Retirada dos sócios;
