Vios Jurídico - Baixa de Títulos Pagar / Receber;;;;;;;;;;;;;;;;;;;;;;;;;
CI Título;CI Parcela;Etiquetas;Data Vencimento;Data Vencimento Orig.;Dias em Atraso;Competência;Tipo;Forma;Nro Título;Reincidência;NF;Cliente;Descrição;Valor;Valor Atualizado;Valor Título;Desconto Previsto;Desconto Realizado;Valor Pago;Data Baixa;Data de Crédito/Débito;Tem Valor Retido?;Contrato;Plano de Contas;Moeda
8864;8867;;10/10/2025;10/10/2025;0;01/10/2025;RECEBER;Pix;2209-1;1/1;;Distribuidora de Bebidas Tm Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/09/2025 à 30/09/2025.



 • Victor Tavolaro Barbieri • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • CI 2874

 • Victor Tavolaro Barbieri • Horário Original: 02:00:00 • APONTAMENTO DE HORAS • CI 2875

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • CI 2906

 • Andrei Gomes da Silva Pinto • Horário Original: 01:20:00 • APONTAMENTO DE HORAS • CI 3009

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • CI 3055

 • Andrei Gomes da Silva Pinto • Horário Original: 01:30:00 • APONTAMENTO DE HORAS &";2281,74;---;2281,74;0;0,01;2281,73;24/12/2025;00/00/0000;Não;"365 Dádiva - Time Sheet - DÁDIVA - TIME SHEET; Dádiva - Distribuidora - Tributário - Dádiva Contencioso Tributário Distribuidora";Hora trabalhada, Lote;
5305;5305;;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Pix;2020-1;1/1;;FLAVIA MARTINS FUZARO POLYCARPO;Retirada antecipada;-5000;10000;-5000;0;0;-5000;10/10/2025;00/00/0000;Não;;Aluguel;Real
8683;8686;;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Pix;2021-1;1/1;;FLAVIA MARTINS FUZARO POLYCARPO;Retirada antecipada;-5000;10000;-5000;0;0;-5000;21/10/2025;00/00/0000;Não;;Aluguel;
8625;8628;;10/10/2025;10/10/2025;0;01/10/2025;RECEBER;Pix;1959-1;1/1;;Indústria de Bebidas Lt Ltda.;"Cobrança referente Ato processual -  - EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sentença (CI 19)' no período de 01/09/2025 à 30/09/2025.



 • Sentença • Indústria de Bebidas Lt Ltda. X Conselho Regional de Quimica Iv Região • Proc. 5002312-02.2024.4.03.6304 • CI 3884

Lançamento proveniente de regra de contrato (CI 106).
Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/09/2025 à 30/09/2025.



 • UNIÃO FEDERAL - FAZENDA NACIONAL X INDUSTRIA DE BEBIDAS LT LTDA - EPP • Proc. 5004571-13.2024.4.03.6128 • CI 1114

 • UNIÃO FEDERAL - F";656,96;---;700,01;0;0;656,96;28/11/2025;00/00/0000;Sim;"366 - Dádiva - Indústria - Contencioso Tributário - DÁDIVA - INDÚSTRIA TRIBUTÁRIO; Dádiva - Indústria - Contencioso Cível";Ato, Lote;
8647;8650;;10/10/2025;10/10/2025;0;01/10/2025;RECEBER;Pix;1981-1;1/1;;Inova Ts Engenharia Ltda.;"Cobrança referente Ato processual - Origem: Processo (0010159-45.2025.5.15.0046 | CI: 1061) - 

Deuza Aparecida da Silva Galdino X Inova Ts Engenharia Ltda. - Processo 0010159-45.2025.5.15.0046



Valor do êxito 3% de R$ 377.373,18 (R$ 405.373,18 (valor da causa líquido) - R$ 28.000,00 (valor do acordo/total gasto)



Valor total êxito = 11.321,19";10624,93;---;11321,19;0;0;10624,93;05/12/2025;00/00/0000;Sim;Inova - 2025 - Contencioso Trabalhista;Ato;
8650;8653;;10/10/2025;10/10/2025;0;02/10/2025;RECEBER;Pix;1984-1;1/1;;Inova Ts Engenharia Ltda.;"Cobrança referente Ato processual - Origem: Processo (1000140-34.2023.5.02.0065 | CI: 581) - 

José Antônio Pinheiro Ribeiro X Inova Ts Engenharia Ltda. - Processo 1000140-34.2023.5.02.0065. Fase de encerramento";1032,35;---;1100;0;0;1032,35;05/12/2025;00/00/0000;Sim;Inova TS - Contencioso Trabalhista - INOVA - Contencioso Trabalhista;Ato;
7877;7886;;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Pix;1149-1;6/9;;Paloma Luczka dos Santos;;-5524;---;-5524;0;0;-5524;10/10/2025;00/00/0000;Não;;Retirada dos sócios;
8621;8624;;10/10/2025;10/10/2025;0;01/10/2025;RECEBER;Pix;1955-1;1/1;;Platlog Importação, Logística e Distribuição Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/09/2025 à 30/09/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 01:20:00 • APONTAMENTO DE HORAS • CI 3008

 • Andrei Gomes da Silva Pinto • Horário Original: 01:00:00 • APONTAMENTO DE HORAS • CI 3178

 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 3248

Lançamento proveniente de regra de contrato (CI 34).
Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/09/2025 à 30/09/2025.



 • Almir Polycarpo • Horár";2895,27;---;3084,99;0;0;2895,27;24/10/2025;00/00/0000;Sim;Platlog - Time Sheet;Hora trabalhada;
8656;8659;Liberado no Banco;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Boleto;1991-1;1/5;;PREFEITURA DO MUNICIPIO DE SAO PAULO;DAMSP ISS - TRIMESTRAL;-1910,8;---;-1910,8;0;0;-1910,8;10/10/2025;00/00/0000;Não;;ISS;
8626;8629;;10/10/2025;10/10/2025;0;01/10/2025;RECEBER;Pix;1960-1;1/1;;PROHABITAT SOLUCOES AMBIENTAIS LTDA.;"Cobrança referente Valor fixo -  - EXTRATO - REGRA DE CONTRATO - VALOR FIXO MENSAL



Lançamento proveniente de regra de contrato (CI 112).";2081,86;---;2218,28;0;0;2081,86;20/10/2025;00/00/0000;Sim;250 - PROHABITAT - PARTIDO;Partido mensal;
8049;8058;Liberado no Banco;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Boleto;1326-1;5/12;;QUALI CONTABIL EIRELI;Serviços de contabilidade;-2277;---;-2277;0;0;-2277;10/10/2025;00/00/0000;Não;;Prestadores de Serviço;
5293;5293;;10/10/2025;10/10/2025;0;10/10/2025;PAGAR;Pix;-;1/1;;Victor Tavolaro Barbieri;Retirada antecipada;-6235;---;-6235;0;0;-6235;10/10/2025;00/00/0000;Não;;Aluguel;Real
8727;8730;;11/10/2025;11/10/2025;0;11/10/2025;PAGAR;On line;2065-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;11/10/2025;00/00/0000;Não;;Transporte e pedágio;
8663;8666;;11/10/2025;11/10/2025;0;07/10/2025;PAGAR;Debito Automatico;2000-1;1/1;;Btg Pactual - Cnpj 30.306.294/0001-45;"Claude AI Subscription


Gamma App


OpenAI


Registro BR


Restaurante Outback


Sfr Paiemente Cb


Tldx Solutions Gmbh";-1400,55;---;-1400,55;0;0;-1400,55;13/10/2025;00/00/0000;Não;;Alimentação, Informática -  Hardware, Informática - Softwares , Prestadores de Serviço;Real
8728;8731;;12/10/2025;12/10/2025;0;12/10/2025;PAGAR;On line;2066-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;12/10/2025;00/00/0000;Não;;Transporte e pedágio;
8735;8738;;13/10/2025;13/10/2025;0;13/10/2025;RECEBER;On line;2073-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação financeira automática - INVEST FÁCIL;0,02;---;0,02;0;0;0,02;13/10/2025;00/00/0000;Não;;Baixa de aplicação;
7338;7342;;13/10/2025;13/10/2025;0;13/10/2025;PAGAR;Debito Automatico;462-1;9/23;;BANCO C6 S.A.;"Empréstimo FGI_Parcelas_Principal+Juros



(Pronampe)";-3738,51;---;-3738,51;0;0;-3738,51;13/10/2025;00/00/0000;Não;;Pagamento de empréstimos;Real
8613;8618;Liberado no Banco;13/10/2025;30/09/2025;0;30/09/2025;PAGAR;Pix;1945-1;1/1;;Brazil Translations;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Origem: Atendimento (CI: 771 | Pasta: 362) - 
 



Honorários referentes às traduções das procurações atualizadas da Belcorp Beauty.";-305,12;---;-320;0;0;-305,12;13/10/2025;00/00/0000;Sim;Time Sheet - Corporativo - Horas trabalhadas no regime de time sheet para o corporativo;Custas e depesas;
8718;8721;;13/10/2025;13/10/2025;0;13/10/2025;PAGAR;On line;2056-1;1/1;;Btg Pactual - Cnpj 30.306.294/0001-45;Baixa CDB para conta corrente BTG/Apoio;-2500,01;---;-2500,01;0;0;-2500,01;13/10/2025;00/00/0000;Não;;Conta Investimento;
8719;8722;;13/10/2025;13/10/2025;0;13/10/2025;PAGAR;On line;2057-1;1/1;;Btg Pactual - Cnpj 30.306.294/0001-45;IOF SOBRE CDB -VENDA;-6,51;---;-6,51;0;0;-6,51;13/10/2025;00/00/0000;Não;;IOF;
8720;8723;;13/10/2025;13/10/2025;0;13/10/2025;PAGAR;On line;2058-1;1/1;;Btg Pactual - Cnpj 30.306.294/0001-45;IRRF SOBRE CDB - VENDA;-1,94;---;-1,94;0;0;-1,94;13/10/2025;00/00/0000;Não;;IRPJ;
8668;8671;;13/10/2025;13/10/2025;0;08/10/2025;PAGAR;Boleto;2005-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Inova Ts Engenharia Ltda. - Origem: Processo (0000333-44.2025.8.26.0076 | CI: 1099) - 
Custas de Agravo de Instrumento
- Processo 0000333-44.2025.8.26.0076";-555,3;---;-555,3;0;0;-555,3;09/10/2025;00/00/0000;Não;Inova TS - Contencioso Cível - INOVA - Contencioso Cível;Custas e depesas;
5051;5051;;15/10/2025;14/10/2025;0;14/10/2025;PAGAR;On line;-;1/1;;BANCO BRADESCO S/A;Tarifa bancáriaCesta PJ Facil 1;-168,5;---;-168,5;0;0;-168,5;15/10/2025;00/00/0000;Não;;Aluguel;Real
8746;8749;;15/10/2025;15/10/2025;0;15/10/2025;RECEBER;On line;2085-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação financeira automática - Invest Fácil;0,02;---;0,02;0;0;0,02;15/10/2025;00/00/0000;Não;;Baixa de aplicação;
8729;8732;;15/10/2025;15/10/2025;0;15/10/2025;PAGAR;On line;2067-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;15/10/2025;00/00/0000;Não;;Transporte e pedágio;
5241;5241;;15/10/2025;15/10/2025;0;15/10/2025;PAGAR;Boleto;-;1/1;;BANCO DO BRASIL S/A;PACOTE DE SERVIÇOsTarifa tarifa bancária;-81,4;---;-81,4;0;0;-81,4;15/10/2025;00/00/0000;Não;;Aluguel;Real
8832;8835;;15/10/2025;15/10/2025;0;15/10/2025;RECEBER;On line;2175-1;1/1;;BANCO DO BRASIL S/A;Resgate automático aplicação financeira -Rende Fácil;81,4;---;81,4;0;0;81,4;15/10/2025;00/00/0000;Não;;Baixa de aplicação;
8661;8664;Liberado no Banco;15/10/2025;15/10/2025;0;15/10/2025;PAGAR;Boleto;1996-1;1/1;;REGUS DO BRASIL LTDA;Uso de impressora;-12,5;---;-12,5;0;0;-12,5;15/10/2025;00/00/0000;Não;;Outros valores cobrados pelo locador;
8703;8706;;15/10/2025;15/10/2025;0;15/09/2025;PAGAR;Boleto;2041-1;1/15;;REGUS DO BRASIL LTDA;"Regus Aluguel Apoio_ Taxa de endereço




Escritório São Paulo";-273,84;---;-273,84;0;0;-273,84;15/10/2025;00/00/0000;Não;;Aluguel;
7905;7914;;16/10/2025;16/10/2025;0;01/10/2025;PAGAR;Debito Automatico;1181-1;1/1;;BANCO C6 S.A.;Pagamento da 5ª parcela do FGI_PEAC__nº_9112581_-_POLYCARPO_ADVOGADOS (2);-2313,87;---;-2313,87;0;0;-2313,87;15/10/2025;00/00/0000;Não;;Pagamento de empréstimos;
8747;8750;;17/10/2025;17/10/2025;0;17/10/2025;RECEBER;On line;2086-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação financeira automática - Invest Fácil;0,02;---;0,02;0;0;0,02;17/10/2025;00/00/0000;Não;;Baixa de aplicação;
8748;8751;;17/10/2025;17/10/2025;0;20/10/2025;RECEBER;On line;2087-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação financeira automática - Invest Fácil;0,04;---;0,04;0;0;0,04;20/10/2025;00/00/0000;Não;;Baixa de aplicação;
8664;8667;Liberado no Banco;17/10/2025;17/10/2025;0;17/10/2025;PAGAR;Debito Automatico;2001-1;1/1;;CARTAO DE CREDITO SANTANDER;"AASP PARCELA 004/012


ALIMENTAÇAO



PECORINO REBOUÇAS


AUTO POSTO RIGA - CAMANDUCAIA


CENTRO AUTOMOTIVO POR


COMBUSTÍVEL



AUTO POSTO JARDIM DAS


COMBUSTIVEL 



POSTO MOLON


DIGIPARK ESTACIONAMENTO


EDITORA GLOBO



VALOR ECONÔMICO


ESTACIONAMENTO



ALLPARK EMPREENDIMENTO


ESTACIONAMENTO



HUBEES


HUBEES


IOF DESPESAS NO EXTERIOR


LINKEDIN


MERCADO PAGO *MELISHOP  PARC 002/004


MP *DCBESTACIONAMENTO


MP*DCBESTACIONAMENTO


OPENAI *CHATGPT SUBSCR


PAYGO*688



COWORKING - BRAGANÇA


POSTO PETROMINAS - PIRACAIA


RESTAURANTE



DI PAOLO CAMPINAS


RESTAURANTE 



PECORINO - REBOUÇAS";-3678,63;---;-3678,63;0;0;-3678,63;17/10/2025;00/00/0000;Não;;Alimentação, Aluguel, Combustível, Despesas de Marketing, Estacionamento, Informática - Softwares , IOF, Livros, Jornais e revistas, OAB e Associações;Real
8751;8754;;19/10/2025;19/10/2025;0;19/10/2025;PAGAR;On line;2090-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;19/10/2025;00/00/0000;Não;;Transporte e pedágio;
8833;8836;;20/10/2025;20/10/2025;0;20/10/2025;RECEBER;On line;2176-1;1/1;;BANCO DO BRASIL S/A;Resgate automático aplicação financeira -Rende Fácil;44,87;---;44,87;0;0;44,87;20/10/2025;00/00/0000;Não;;Baixa de aplicação;
8699;8702;;20/10/2025;20/10/2025;0;14/10/2025;PAGAR;Debito Automatico;2037-1;1/1;;C6 CARTAO DE CREDITO;"ASA *TECHLEGAL SERVIÇOS


CONTABILIZEI TECNOLOGIA


DELL-  Parcela 011/012


DM *HOSTINGERCOMBR


EBN *CANVASO4646 38


ESTACIONAMENTO - HUBEES


ESTACIONAMENTO HUBEES


ESTACIONAMENTO



ALLPARK EMPREENDIMENTOS


ESTACIONAMENTO



BIO PARK


ESTACIONAMENTO  - HUBEES


ESTACIONAMENTO  HUBEES


ESTCIONAMENTO HUBEES


FACEBK * LY66XZU862


FACEBK *39D9R25862


FACEBK *8WY5TZQ862


FACEBK *B3WDG3M862


FACEBK *HBWENZY862


FACEBK *J33Z925962


FACEBK *T7F39ZY862


FACEBK *V42HM2V862


GOOGLE CLOUD MZ4K37


GOOGLE FILMORA AI VID


LINKEDIN


LOCAÇÃO VEÍCULO



TURBI


OPENAI *CHATGPT SUBSCRI SA - COTAÇÃO


OPENAI *CHATGPT SUBSCRI SA -  IOF TRANSAÇÃO EXTERIOR


OPENAI SA - COTAÇÃO


OPENAI SA - IOF TRANSAÇÕES EXTERIOR


P";-10959,67;---;-10959,67;0;0;-10959,67;20/10/2025;00/00/0000;Não;;Aluguel, Despesas de Marketing, Estacionamento, Informática -  Hardware, Informática - Softwares , IOF, Pagamento de empréstimos, Seguro de responsabilidade civil, Transporte e pedágio;Real
7478;7482;;20/10/2025;20/10/2025;0;20/09/2025;PAGAR;Não Informado;608-1;9/14;;CLARO EMPRESAS;Telefones celulares - Almir Flávia;-278,99;---;-278,99;0;0;-278,99;20/10/2025;00/00/0000;Não;;Telefonia;Real
8818;8821;;20/10/2025;20/10/2025;0;20/10/2025;RECEBER;Pix;2161-1;1/1;;PROHABITAT SOLUCOES AMBIENTAIS LTDA.;Valor referente a honorários depósito em conta errada,  devolução efetuada em 21/10, e a Prohabitat depositou na conta correta - C6 Apoio;7485;---;7485;0;0;7485;20/10/2025;00/00/0000;Não;;Hora trabalhada;
8370;8375;Liberado no Banco;20/10/2025;20/10/2025;0;20/10/2025;PAGAR;Boleto;1686-1;3/13;;RE9 COMERCIO E SERVICOS DE INFORMATICA LTDA. - ME;"ACRONIS -  07 LICENÇAS -2025/5776



fornecimento da licença para a solução de backup do Microsoft 365";-261,69;---;-261,69;0;0;-261,69;20/10/2025;00/00/0000;Não;;Prestadores de Serviço;
4904;4904;Liberado no Banco;20/10/2025;20/10/2025;0;20/10/2025;PAGAR;Boleto;2078-1;1/1;;RE9 COMERCIO E SERVICOS DE INFORMATICA LTDA. - ME;"Consultoria TI Informática



RE9";-1061,23;1061,23;-1061,23;0;0;-1061,23;20/10/2025;00/00/0000;Não;;Prestadores de Serviço;Real
7573;7581;;20/10/2025;20/10/2025;0;20/10/2025;PAGAR;Boleto;809-1;8/34;;RECEITA FEDERAL;Darf Reinf (1708 e 5952);-168,49;---;-168,49;0;0;-168,49;20/10/2025;00/00/0000;Não;;Outros tributos e taxas;Real
4930;4930;;20/10/2025;20/10/2025;0;20/10/2025;PAGAR;Boleto;850-1;1/1;;RECEITA FEDERAL;"Simples Nacional




DAS APOIO




DAS Apoio";-1160,22;---;-1160,22;0;0;-1160,22;20/10/2025;00/00/0000;Não;;Simples Nacional;Real
7068;7066;Liberado no Banco;20/10/2025;20/10/2025;0;20/09/2025;PAGAR;Boleto;63-1;8/24;;SECRETARIA DA RECEITA FEDERAL;"GPS - 2100



INSS";-2352,9;---;-2352,9;0;0;-2352,9;20/10/2025;00/00/0000;Não;;INSS;Real
8740;8743;;20/10/2025;20/10/2025;0;17/10/2025;PAGAR;Boleto;2079-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Yofc Brasil Cabos e Solucoes Ltda - Origem: Processo (1030580-16.2025.8.26.0100 | CI: 646) - 
Custas referente ao processo nº 1030580-16.2025.8.26.0100, em tramite perante a 12ª Vara Cível do Foro Central.
(Yofc Brasil Cabos e Solucoes Ltda X Jaçanã Transmissão de Energia S.a)";-44,87;---;-44,87;0;0;-44,87;20/10/2025;00/00/0000;Não;401 - YOFC - JAÇANÃ e LÍDER;Custas e depesas;
8743;8746;;21/10/2025;21/10/2025;0;30/09/2025;PAGAR;Pix;2082-1;1/1;;ALMIR POLYCARPO;Retirada antecipada;-20000;---;-20000;0;0;-20000;21/10/2025;00/00/0000;Não;;Retirada dos sócios;
8742;8745;;21/10/2025;21/10/2025;0;21/10/2025;PAGAR;Pix;2081-1;1/1;;Bertassi Serviços Paralegais;"Registro da 1ª ACS na JUCESP. alteração de CNPJ e
Inscrição Municipal";-1200;---;-1200;0;0;-1200;21/10/2025;00/00/0000;Não;;Prestadores de Serviço;
5199;5199;;21/10/2025;21/10/2025;0;21/10/2025;PAGAR;Pix;-;1/1;;ODONTOPREV S.A.;Seguro Dental OdontoprevPlano de Saúde Dental;-130,05;130,05;-130,05;0;0;-130,05;21/10/2025;00/00/0000;Não;;Aluguel;Real
8819;8822;;21/10/2025;21/10/2025;0;21/10/2025;PAGAR;Pix;2162-1;1/1;;PROHABITAT SOLUCOES AMBIENTAIS LTDA.;Depósito efetuada em 20/10,em conta errada na conta da Polycarpo Adv. e devolvido,em 21/10  para a prohabitat que efetuou deposito na conta correta - C6 Apoio, no mesmo dia.;-7485;---;-7485;0;0;-7485;21/10/2025;00/00/0000;Não;;Participação em serviços;
8749;8752;;22/10/2025;22/10/2025;0;22/10/2025;PAGAR;On line;2088-1;1/1;;BANCO C6 S.A.;Pedágio;-10,6;---;-10,6;0;0;-10,6;22/10/2025;00/00/0000;Não;;Transporte e pedágio;
8750;8753;;22/10/2025;22/10/2025;0;22/10/2025;PAGAR;On line;2089-1;1/1;;BANCO C6 S.A.;Pedágio;-15,3;---;-15,3;0;0;-15,3;22/10/2025;00/00/0000;Não;;Transporte e pedágio;
8822;8825;;22/10/2025;22/10/2025;0;22/10/2025;PAGAR;On line;2165-1;1/1;;BANCO C6 S.A.;Pedágio;-13,6;---;-13,6;0;0;-13,6;22/10/2025;00/00/0000;Não;;Transporte e pedágio;
8823;8826;;22/10/2025;22/10/2025;0;22/10/2025;PAGAR;On line;2166-1;1/1;;BANCO C6 S.A.;Pedágio;-13,7;---;-13,7;0;0;-13,7;22/10/2025;00/00/0000;Não;;Transporte e pedágio;
8824;8827;;22/10/2025;22/10/2025;0;22/10/2025;PAGAR;On line;2167-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;22/10/2025;00/00/0000;Não;;Transporte e pedágio;
8761;8764;;23/10/2025;23/10/2025;0;28/10/2025;PAGAR;Pix;2100-1;1/1;;CARTORIO;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Origem: Atendimento (CI: 771 | Pasta: 362) - 

Custas cartorárias para registro da tradução juramentada dos documentos estrangeiros.";-4700;---;-4700;0;0;-4700;23/10/2025;00/00/0000;Não;Belcorp Corporativo - BELCORP - CORPORATIVO;Custas e depesas;
8247;8254;;26/10/2025;26/10/2025;0;26/09/2025;PAGAR;Debito Automatico;1555-1;4/12;;BANCO C6 S.A.;Empréstimo para liquidação de cheque especial;-2653,98;---;-2653,98;0;392,99;-2260,99;29/08/2025;00/00/0000;Não;;Pagamento de empréstimos;
8721;8724;;26/10/2025;26/10/2025;0;26/10/2025;PAGAR;Debito Automatico;2059-1;1/1;;BANCO ITAUCARD S/A;"GOODSTORAGE *AL*27382



GUARDA MOVEIS - BOX


MICROSOFT G113857555


PPRO *MICROSOFT


RD STATION 3608199


REGUS- TX ADM CORREIO E EXCRITORIO VIRTUAL


REGUS



HQ BRASIL - COWORKING = CAMPINAS


REGUS 



HQ BRASIL - COWORKING -";-9285,77;---;-9285,77;0;0;-9285,77;27/10/2025;00/00/0000;Não;;Aluguel, Informática - Softwares;Real
8736;8739;;27/10/2025;27/10/2025;0;16/10/2025;PAGAR;Debito Automatico;2074-1;1/1;;BANCO BRADESCO CARTOES S/A;"ADOBE


ANUIDADE PARCELA 007/012";-350,16;---;-350,16;0;0;-350,16;27/10/2025;00/00/0000;Não;;Informática - Softwares , Tarifas e custos bancários;Real
8812;8815;;27/10/2025;27/10/2025;0;27/10/2025;RECEBER;On line;2155-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação financeira automática - Invest Fácil;0,01;---;0,01;0;0;0,01;27/10/2025;00/00/0000;Não;;Baixa de aplicação;
8825;8828;;27/10/2025;27/10/2025;0;27/10/2025;PAGAR;On line;2168-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;27/10/2025;00/00/0000;Não;;Transporte e pedágio;
8826;8829;;27/10/2025;27/10/2025;0;27/10/2025;PAGAR;On line;2169-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;27/10/2025;00/00/0000;Não;;Transporte e pedágio;
8821;8824;;27/10/2025;27/10/2025;0;27/10/2025;RECEBER;On line;2164-1;1/1;;BANCO ITAU S/A;Rendimento aplicação financeira automática - Aut Mais;0,04;---;0,04;0;0;0,04;27/10/2025;00/00/0000;Não;;Baixa de aplicação;
8645;8648;;27/10/2025;27/10/2025;0;30/09/2025;RECEBER;Pix;1979-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/09/2025 à 30/09/2025.



 • Jose Augusto Bandeira de Mello Ferreira X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 0021749-70.2016.8.19.0208 • CI 528

Lançamento proveniente de regra de contrato (CI 89).
Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/09/2025 à 30/09/2025.



 • UNIAO FEDERAL (FAZENDA NACIONAL) X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. • Proc. 500";1116,81;---;1190;0;4,23;1112,58;31/10/2025;00/00/0000;Sim;"Belcorp Bandeira - BELCORP - BANDEIRA; Belcorp Corporativo - BELCORP - CORPORATIVO";Lote;
8646;8649;;27/10/2025;27/10/2025;0;30/09/2025;RECEBER;Pix;1980-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;"Cobrança referente Valor fixo -  - EXTRATO - REGRA DE CONTRATO - VALOR FIXO MENSAL



Lançamento proveniente de regra de contrato (CI 87).";7883,4;---;8400;0;0;7883,4;31/10/2025;00/00/0000;Sim;Belcorp Corporativo - BELCORP - CORPORATIVO;Partido mensal;
8809;8812;;28/10/2025;28/10/2025;0;29/10/2025;PAGAR;Debito Automatico;2152-1;1/1;;BANCO BRADESCO S/A;Imposto sobre operação de câmbio;-83,59;---;-83,59;0;0;-83,59;29/10/2025;00/00/0000;Não;;IRPJ;
8810;8813;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Debito Automatico;2153-1;1/1;;BANCO BRADESCO S/A;Edição contrato de câmbio;-50;---;-50;0;0;-50;29/10/2025;00/00/0000;Não;;Tarifas e custos bancários;
8834;8837;;28/10/2025;28/10/2025;0;28/10/2025;RECEBER;On line;2177-1;1/1;;BANCO DO BRASIL S/A;Resgate automático aplicação financeira -Rende Fácil;417,31;---;417,31;0;0;417,31;28/10/2025;00/00/0000;Não;;Baixa de aplicação;
8755;8758;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2094-1;1/1;;Estado do Rio de Janeiro;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Origem: Processo (0021749-70.2016.8.19.0208 | CI: 528) - 
Emissão de custas de desarquivamento do processo.
Jose Augusto Bandeira de Mello Ferreira X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Processo 0021749-70.2016.8.19.0208";-76,53;---;-76,53;0;0;-76,53;28/10/2025;00/00/0000;Não;Belcorp Bandeira - BELCORP - BANDEIRA;Custas e depesas;
